First Name,Last Name,Hash ID,Counselor Name,High School,School CEEB Code,Rank,NPC,Predicted_Probabilty
Yoonsco,Lee,z72g4,Tommy Newton,Frisco High School,442635,268,No,0.807465672
Maya,Khoury,RqzAk,Tommy Newton,Frisco High School,442635,268,No,0.807465672
Tamia,Butler,XE22v,Tommy Newton,Frisco High School,442635,268,No,0.807465672
Katherine,Clark,a23p4,Tommy Newton,Centennial High School,442633,268,No,0.807465672
Jane,Shaw,gK4X7,Tommy Newton,Legacy Christian Academy,442634,268,No,0.807465672
Lily,Jornod,yY5GV,Tommy Newton,McKinney Christian Academy,444631,268,No,0.807465672
Murui,Liu,AQE2n,Tommy Newton,Becky Lowery Freshman Center,440100,268,No,0.807465672
Kendall,Smith,4z479,Tommy Newton,Justin Wakeland High School,442602,268,No,0.807465672
Irene,Kim,d42ER,Tommy Newton,Ursuline Academy,441825,268,No,0.807465672
Riley,Langford,a2Qbb,Tommy Newton,Justin Wakeland High School,442602,268,No,0.807465672
Nuha,Mir,vYEdA,Tommy Newton,Plano Senior High School,445565,268,No,0.807465672
Mahitha,Simhambratta,9G5ny,Tommy Newton,Frisco High School,442635,268,No,0.807465672
Aparna,Nair,5z2dz,Tommy Newton,Frisco High School,442635,268,No,0.807465672
Aaralyn,Gidla,j3Qa7,Tommy Newton,Centennial High School,442633,268,No,0.807465672
Netra,Patel,d4xPZ,Tommy Newton,Allen High School,440077,268,No,0.807465672
Kinley,Burmeister,EdX4M,Tommy Newton,Justin Wakeland High School,442602,268,No,0.807465672
Paola,Rodriguez,QK3NK,Tommy Newton,Frisco High School,442635,268,No,0.807465672
Ava,Mero,Y7XAv,Tommy Newton,Frisco High School,442635,268,No,0.807465672
Aarzoo,Modha,D5XVv,Tommy Newton,Plano West Senior High School,445573,268,No,0.807465672
Evyn,Friend,Z7Vdv,Tommy Newton,Prosper High School,445715,268,No,0.807465672
Grace,Zheng,Y7Yjz,Tommy Newton,Plano West Senior High School,445573,268,No,0.807465672
Christina,Vivar,pGR7z,Tommy Newton,Plano Senior High School,445565,268,No,0.807465672
Hemma,Kakel,2VzbV,Tommy Newton,Justin Wakeland High School,442602,268,No,0.807465672
Grace,Do,D5Rp2,Tommy Newton,Plano Senior High School,445565,268,No,0.807465672
Emma,Foughty,Pd5EQ,Tommy Newton,Hebron High School,441146,268,No,0.807465672
Vedha,Vaddaraju,XEPgM,Tommy Newton,Plano West Senior High School,445573,268,No,0.807465672
Snigdha,Eleswarapu,3z3Ra,Tommy Newton,Centennial High School,442633,268,No,0.807465672
Caroline-Grace,Caruso,j3XPR,Tommy Newton,Liberty High School,445579,268,No,0.807465672
Cadence,Babicz,5d4Dp,Tommy Newton,Flower Mound High School,442434,268,No,0.807465672
Ahnna,Lawrence,Nkppk,Kiara  Sims,Sikeston Senior High School,263225,331,No,0.806955993
Gabriella,Garcia,dNzPd,Kiara  Sims,Southland High School,260070,331,No,0.806955993
Lanie,Robertson,Xk49v,Kiara  Sims,Poplar Bluff Senior High School,262670,331,No,0.806955993
Brooke,Griffin,xzqNd,Kiara  Sims,Neelyville High School,262340,331,No,0.806955993
Audrey,Johnston,pEQQ9,Kiara  Sims,Poplar Bluff Senior High School,262670,331,No,0.806955993
Gracelynn,Modlin,2Y7GE,Kiara  Sims,Campbell School,260470,331,No,0.806955993
Gabby,Caruso,g5V5Z,Kiara  Sims,Malden High School,262065,331,No,0.806955993
Emma,Miller,qvj4K,Kiara  Sims,Poplar Bluff Senior High School,262670,331,Yes,0.806955993
Madelyn,Eads,AgaPP,Kiara  Sims,Poplar Bluff Senior High School,262670,331,No,0.806955993
Libbie,Priggel,Agzjz,Kiara  Sims,Portageville High School,262685,331,No,0.806955993
Mariah,Deshaney,XkpPb,Kiara  Sims,Poplar Bluff Senior High School,262670,331,No,0.806955993
Carson,Walker,dNkxn,Kiara  Sims,Portageville High School,262685,331,No,0.806955993
Maura,Dill,kaKPk,Kiara  Sims,Poplar Bluff Senior High School,262670,331,No,0.806955993
Ellie,Dowdy,XkyqN,Kiara  Sims,Dexter High School,260855,331,No,0.806955993
Darcy,Broglin,qvNP7,Kiara  Sims,Campbell School,260470,331,No,0.806955993
Rachel,Butler,dNqXP,Kiara  Sims,Poplar Bluff Senior High School,262670,331,No,0.806955993
Caiden,Wright,qvMRM,Kiara  Sims,Blanchard High School,370353,347,No,0.805352569
Tucker,Oliver,Z7EDY,Kiara  Sims,Comanche High School,370875,347,No,0.805352569
Dylan,Brown,yyGYR,Tommy Newton,Red Oak High School,445805,349,No,0.805085301
Kanalu,Avery,NkpV4,Shelby LeGardye,Oxford High School,252242,350,No,0.804522157
Walker,Craft,2YP4G,Shelby LeGardye,Hernando High School,251224,350,No,0.804522157
Dylan,Randall,dNyMZ,Shelby LeGardye,Mississippi School Of Math & Sci,251409,350,No,0.804522157
Delandionn,Badger,NkPg4,Shelby LeGardye,Horn Lake High School,251300,350,No,0.804522157
Ryan,Moore,xzqbx,Shelby LeGardye,Desoto Central High School,252820,350,No,0.804522157
Drew,Kamler,PNEZ3,Shelby LeGardye,Northpoint Christian School,252222,350,No,0.804522157
Melvin,Walls,7VaMK,Shelby LeGardye,Northpoint Christian School,252222,350,No,0.804522157
Harl,Roehm,XkpQd,Shelby LeGardye,Tunica Institute Of Learning,253001,350,No,0.804522157
Paul,Wheeler,aaNR9,Shelby LeGardye,Magnolia Heights School,252732,350,No,0.804522157
Ethan,Melton,qvNkn,Shelby LeGardye,Magnolia Heights School,252732,350,No,0.804522157
Alyssa,Torian,pvPyb,Shelby LeGardye,,,360,No,0.802149713
Emily,Cash,2YQK7,Shelby LeGardye,,,360,No,0.802149713
Kaden,Neff,RqV2z,Kiara  Sims,Edmond Santa Fe High School,371188,362,No,0.798809767
Jack,Wolfe,3zPKq,Scarlett Barnes,Glenwood Senior HS,140612,363,No,0.797984779
Elisha,Wong,pEDNK,Shelby LeGardye,,,364,No,0.797773242
Riley,Norman,GAvDZ,Shelby LeGardye,,,364,No,0.797773242
Alec,Hari,DkpvE,Shelby LeGardye,Northpoint Christian School,252222,366,No,0.79622376
Mason,Edwards,3Y5M9,Shelby LeGardye,Desoto Central High School,252820,366,No,0.79622376
Jeremias,Shaw,PN4XZ,Shelby LeGardye,Southaven High School,252823,366,No,0.79622376
Tyler,Robertson,zbMYx,Shelby LeGardye,Northpoint Christian School,252222,366,No,0.79622376
Jayson,Wegfehrt,2YpQg,Shelby LeGardye,Desoto Central High School,252820,366,No,0.79622376
Ryan,Crossett,QANqE,Shelby LeGardye,Northpoint Christian School,252222,366,No,0.79622376
Jayden,Armstrong,5zjVR,Shelby LeGardye,Desoto Central High School,252820,366,No,0.79622376
Chapman,Whatley,K2qpx,Shelby LeGardye,Southaven High School,252823,366,No,0.79622376
Gillian,Thurmond,Y753N,Tommy Newton,Rockwall High School,445952,374,No,0.794557989
Aiden,Kimball,3zN4A,Tommy Newton,Allen High School,440077,375,No,0.794327259
Dhiraj,Bijinepally,npaRn,Tommy Newton,Texas Academy Math & Science,441954,375,No,0.794327259
Agrim,Kar,npEDY,Tommy Newton,Allen High School,440077,375,No,0.794327259
Caden,Gerhart,N4Vyv,Tommy Newton,Celina High School,441185,375,No,0.794327259
Gaurang,Singh,D5bYP,Tommy Newton,Becky Lowery Freshman Center,440100,375,No,0.794327259
Parker,Mullins,j329k,Tommy Newton,Becky Lowery Freshman Center,440100,375,No,0.794327259
Max,Confer,PdQDQ,Tommy Newton,Lucas Christian Academy,444367,375,No,0.794327259
Praketh,Hemanth,XEaMz,Tommy Newton,Allen High School,440077,375,No,0.794327259
Hridaypal,Vemula,Gq5Dy,Tommy Newton,Centennial High School,442633,375,No,0.794327259
Aariz,Nackvi,a2YVy,Tommy Newton,Becky Lowery Freshman Center,440100,375,No,0.794327259
Aidan,Tenkhoff,AQynA,Tommy Newton,Justin Wakeland High School,442602,375,No,0.794327259
Max,Sankin,RqavY,Tommy Newton,Becky Lowery Freshman Center,440100,375,No,0.794327259
Julian,Chapman,K2NKG,Tommy Newton,Lake Highlands High School,441758,375,No,0.794327259
Reese,Lundberg,9G7K5,Tommy Newton,Becky Lowery Freshman Center,440100,375,No,0.794327259
Kolby,Cannon,Z7XVk,Tommy Newton,Pearce High School,445839,375,No,0.794327259
Judah,Stoltzfvs,yY7jp,Tommy Newton,Lucas Christian Academy,444367,375,No,0.794327259
Erron,Cruz,EdbAn,Tommy Newton,Becky Lowery Freshman Center,440100,375,No,0.794327259
Mason,Baxter,npPp2,Tommy Newton,Jasper High School,445572,375,No,0.794327259
Norman,Frenette,AQKZ7,Tommy Newton,Camden Military Academy,410285,375,No,0.794327259
Andrew,Brehm,D53P2,Tommy Newton,Becky Lowery Freshman Center,440100,375,No,0.794327259
Gabriel,Parker,d4ZVg,Tommy Newton,Lucas Christian Academy,444367,375,No,0.794327259
Raunak,Sawhney,gKkyR,Tommy Newton,Becky Lowery Freshman Center,440100,375,No,0.794327259
Gabe,Yuhasz,j3A2x,Tommy Newton,Becky Lowery Freshman Center,440100,375,No,0.794327259
Jed,Kim,Y7NaQ,Tommy Newton,Centennial High School,442633,375,No,0.794327259
Bryce,Wilcox,npKZ9,Tommy Newton,Frisco High School,442635,375,No,0.794327259
Jose,Ramirez,N4DGD,Tommy Newton,Frisco High School,442635,375,No,0.794327259
Thomas,Luong,9GaZx,Tommy Newton,Plano West Senior High School,445573,375,No,0.794327259
Kushal,Kasireddy,D5aXZ,Tommy Newton,Centennial High School,442633,375,No,0.794327259
Emanuel,Mekonnen,9GEAd,Tommy Newton,Becky Lowery Freshman Center,440100,375,No,0.794327259
Stanley,French,K25bk,Tommy Newton,Frisco High School,442635,375,No,0.794327259
Pratham,Patel,Gq2q7,Tommy Newton,Becky Lowery Freshman Center,440100,375,No,0.794327259
Haris,Badsha,yYb5z,Tommy Newton,Becky Lowery Freshman Center,440100,375,No,0.794327259
Juan,Cruz,2Vkpa,Tommy Newton,John Paul Ii High School,445578,375,No,0.794327259
Bennett,Feigenbaum,Y7XGD,Tommy Newton,Plano West Senior High School,445573,375,No,0.794327259
Ashhad,Qazi,Z7VKZ,Tommy Newton,Plano Senior High School,445565,375,No,0.794327259
Zohaib,Shaikh,qpxEV,Tommy Newton,Centennial High School,442633,375,No,0.794327259
Benjamin,Freiberger,npnyd,Tommy Newton,Allen High School,440077,375,No,0.794327259
Raa'Ed,Chhapra,N4A5Q,Tommy Newton,Liberty High School,445579,375,No,0.794327259
Landan,Sctarf,xRDaX,Tommy Newton,Plano Senior High School,445565,375,No,0.794327259
Taylor,Gibbs,yYDA2,Tommy Newton,Allen High School,440077,375,No,0.794327259
Sterling,Perkins,5zDnY,Tommy Newton,Celina High School,441185,375,No,0.794327259
Logan,Lamastus,j3PRA,Tommy Newton,Plano Senior High School,445565,375,No,0.794327259
Tejas,Narang,EdvZy,Tommy Newton,Liberty High School,445579,375,No,0.794327259
Cole,Nichols,xnGZy,Kiara  Sims,Dexter High School,260855,418,No,0.794016361
Charlie,Robison,pEybN,Kiara  Sims,Sikeston Senior High School,263225,418,No,0.794016361
Jason,Matlock,jqvRk,Kiara  Sims,Poplar Bluff Senior High School,262670,418,No,0.794016361
Jonathan,Guy,VqNQP,Kiara  Sims,Caruthersville High School,260525,418,No,0.794016361
Thomas,Frakes,y7aM4,Kiara  Sims,Portageville High School,262685,418,No,0.794016361
Hunter,Lawrence,2YMZ5,Kiara  Sims,Holcomb High School,261410,418,No,0.794016361
Jace,Littles,dNy3x,Kiara  Sims,Poplar Bluff Senior High School,262670,418,No,0.794016361
Lucas,Robertson,g5DPA,Kiara  Sims,Poplar Bluff Senior High School,262670,418,No,0.794016361
Gavin,Aud,GANaK,Kiara  Sims,Poplar Bluff Senior High School,262670,418,No,0.794016361
Truman,Krapf,RQnPP,Kiara  Sims,Dexter High School,260855,418,No,0.794016361
William,Hirtz,aaN5K,Kiara  Sims,Poplar Bluff Senior High School,262670,418,No,0.794016361
Andrew,Jones,bk4dX,Kiara  Sims,Portageville High School,262685,418,No,0.794016361
Blane,Ray,4GqXb,Kiara  Sims,Poplar Bluff Senior High School,262670,418,No,0.794016361
Colten,Harris,qvNyK,Kiara  Sims,Poplar Bluff Senior High School,262670,418,No,0.794016361
Cameron,Sarabia,bk4np,Kiara  Sims,Naylor Junior Senior High School,262335,418,No,0.794016361
Amaya,Garza,gKnMN,Tommy Newton,Dickinson High School,442010,433,No,0.793637753
Even,Pruitt,GAXaY,Scarlett Barnes,Hillgrove High School,112431,434,No,0.793624878
Ernesto,Hernandez,XE3Kb,Scarlett Barnes,West Hall HS,112300,435,No,0.790394902
Nasir,Fernandez,Edan4,Scarlett Barnes,Lovejoy High School,444368,435,No,0.790394902
Parker,Glenn,V7KpY,Scarlett Barnes,Pepperell HS,111835,435,No,0.790394902
Jasmine,Moreno,kkRQv,Kiara  Sims,Tahlequah Senior High School,373455,438,No,0.790191233
Caleb,Bluhm,Y2KK3,Scarlett Barnes,Lincoln HS,11635,439,No,0.789150536
Mallory,Warma,9YX9A,Kiara  Sims,Catoosa High School,370650,440,No,0.78899014
Kasidi,Jordan,VqYz4,Shelby LeGardye,,,441,No,0.788632572
Kristian,Ellis,jGN4K,Tommy Newton,John H Guyer High School,441946,442,No,0.787219763
Alan,Mexicano,PKX7A,Tommy Newton,Denton High School,441951,442,No,0.787219763
Maguire,Miskelly,a2bGD,Shelby LeGardye,New Albany High School,252140,444,No,0.785268307
Lauren,Simpkins,4GAQz,Kiara  Sims,Captain Shreve High School,192678,445,No,0.78525424
Jordan,Morris,VqM72,Kiara  Sims,University Laboratory School,190245,445,No,0.78525424
Emalee,Cook,KaD32,Lainie Cockrum,Morrilton Senior High School,41710,447,No,0.784936726
Madison,Kingsley,5yDZR,Scarlett Barnes,North Harford HS,210865,448,No,0.78426218
Ai-keem,Brown,n7zV3,Scarlett Barnes,Paul L Dunbar High School 414,210170,448,No,0.78426218
Ashante',Paige,xRkvA,Scarlett Barnes,Halifax County High School,472105,448,No,0.78426218
Jeremiah,Green,AQjbX,Scarlett Barnes,Northwest HS,210589,448,No,0.78426218
Xavier,Suber,QKQpG,Scarlett Barnes,North Rowan HS,343705,448,No,0.78426218
Reggie,Branch,qpqnp,Scarlett Barnes,Rocky Mount Academy,343374,448,No,0.78426218
Leslie,Green,Y7qz2,Samantha Long,Calvert High School,210850,448,No,0.78426218
Tayshun,Dearmon,X5aAx,Scarlett Barnes,Greensboro Middle College,341600,448,No,0.78426218
April,King,4xgY7,Shelby LeGardye,Pine HS,190970,456,No,0.784204125
Sarah,Freeman,bNpGD,Shelby LeGardye,Mississippi School Of The Arts,250342,456,No,0.784204125
Luis,Mercado,jqngv,Shelby LeGardye,,,458,No,0.78403759
Presley,Anderson,pGQPN,Scarlett Barnes,Marina HS,51221,459,No,0.782362223
Ashton,Paredes,K2pdK,Scarlett Barnes,Northside High School,110838,460,No,0.782215834
Caden,Snowberger,3zadQ,Scarlett Barnes,Augusta Preparatory Day School,110278,460,No,0.782215834
Ella,McCoy,yGGDk,Shelby LeGardye,,,462,No,0.782149196
Deja,Harris,Mbgz9,Shelby LeGardye,,,462,No,0.782149196
Renata,Bayazitova,EAKaq,Shelby LeGardye,,,462,No,0.782149196
Lily,Coster,y7vka,Shelby LeGardye,,,462,No,0.782149196
Ruby,Bowman,zb92M,Shelby LeGardye,,,462,No,0.782149196
Ndeye,Niang,Xk5Rd,Shelby LeGardye,,,462,No,0.782149196
Mary,Parker,g574A,Shelby LeGardye,,,462,No,0.782149196
Gianna,Claus,kakpD,Shelby LeGardye,,,462,No,0.782149196
Rachel,Johnson,KK9M2,Shelby LeGardye,,,462,No,0.782149196
Chloe,Hilson,n7ZE2,Shelby LeGardye,,,462,No,0.782149196
Morgan,Johnson,MaPA2,Shelby LeGardye,,,462,No,0.782149196
Lillian,Garner,xzqdk,Shelby LeGardye,,,462,No,0.782149196
Tanyejah,Lee,g5VE7,Shelby LeGardye,,,462,No,0.782149196
Emma,Haddix,xzYnM,Shelby LeGardye,,,462,No,0.782149196
Jordan,Logan,vyQN5,Shelby LeGardye,,,462,No,0.782149196
Lyndsey,Morgan,MaqEZ,Shelby LeGardye,,,462,No,0.782149196
Aania,Draper,bkPnq,Shelby LeGardye,,,462,No,0.782149196
Peyton,Gray,RQ4Yn,Shelby LeGardye,,,462,No,0.782149196
Amelia,Holt,5y3dp,Shelby LeGardye,,,462,No,0.782149196
Kennedy,Johnson,jqxbA,Shelby LeGardye,,,462,No,0.782149196
Ava,Kam,dNqkk,Shelby LeGardye,,,462,No,0.782149196
Josie,Cardenas,MaRqg,Lainie Cockrum,Southside Charter High School,40120,483,No,0.779400647
Clyde,Patton,Kb57G,Shelby LeGardye,,,484,No,0.777453005
Rishykesh,Gopal,dNdZ5,Shelby LeGardye,,,484,No,0.777453005
Clark,Kirby,2YnD5,Shelby LeGardye,,,484,No,0.777453005
Robert,Gallagher,ZNMgg,Shelby LeGardye,,,484,No,0.777453005
Lawrence,Wright,dNKnj,Shelby LeGardye,,,484,No,0.777453005
Zachary,Green,Dkpgy,Shelby LeGardye,,,484,No,0.777453005
Samuel,Miller,AgzEx,Shelby LeGardye,,,484,No,0.777453005
Samuel,Prather,DkgZb,Shelby LeGardye,,,484,No,0.777453005
Jacob,Burgess,PNkGy,Shelby LeGardye,,,484,No,0.777453005
Zylon,Moore,zbx2Z,Shelby LeGardye,,,484,No,0.777453005
Holden,Warmath,NkjjP,Shelby LeGardye,,,484,No,0.777453005
Riley,Torrell,XENMk,Shelby LeGardye,,,484,No,0.777453005
Jackqulin,Sandels,NkyZn,Scarlett Barnes,West-Oak HS,412085,496,No,0.776977003
Akira,Alston,qv7b9,Scarlett Barnes,Ridge View HS,410543,496,No,0.776977003
Ky-Mani,Israel,pEMKn,Scarlett Barnes,Salem High School,110861,496,No,0.776977003
Walker,Wood,g5p5k,Scarlett Barnes,Saint Josephs Catholic School,410902,496,No,0.776977003
Emily,Budd,PNQxY,Tommy Newton,Little Elm High School,444198,500,No,0.776104748
Lillian,Koehn,Xk9Yv,Tommy Newton,Little Elm High School,444198,500,No,0.776104748
Nicole,Farmer,AgM9Q,Tommy Newton,Bishop Dunne Catholic School,441785,500,No,0.776104748
Ava,Herrera,3YGR2,Tommy Newton,Little Elm High School,444198,500,No,0.776104748
Melina,Balchus,VqdaX,Tommy Newton,Macarthur High School,443562,500,No,0.776104748
Lara,Rued,3zNQD,Tommy Newton,Little Elm High School,444198,500,No,0.776104748
Monserrat,Guzman,a2GGK,Tommy Newton,Lewisville High School,444135,500,No,0.776104748
Vanesa,Dominguez,V7EGQ,Tommy Newton,Lewisville High School,444135,500,No,0.776104748
Itzel,Alvarado,AQ9ab,Tommy Newton,Hebron High School,441146,500,No,0.776104748
Baani,Sandhu,XEDPd,Tommy Newton,Uplift North Hills Preparatory School,443551,500,No,0.776104748
Briana,Ceasar,vYZd2,Tommy Newton,Little Elm High School,444198,500,No,0.776104748
Gaia,Conte,XEDpX,Tommy Newton,Little Elm High School,444198,500,No,0.776104748
Ayushi,Naik,XE93Q,Tommy Newton,Hebron High School,441146,500,No,0.776104748
Hanvitha,Potluri,a2AYZ,Tommy Newton,Coppell High School,441485,500,No,0.776104748
Malia,Gattis,9GRXV,Tommy Newton,Denton Calvary Academy,441947,500,No,0.776104748
Kate,Estrada,qpRa5,Tommy Newton,Lewisville High School,444135,500,No,0.776104748
Raaya,Brown,d4GGg,Tommy Newton,Little Elm High School,444198,500,No,0.776104748
Justice,Faughnereyna,RqEyq,Tommy Newton,McKinney High School,444630,500,No,0.776104748
Alessandra,Bergkamp,9G7E5,Tommy Newton,Highlands School,443556,500,No,0.776104748
Jada,Parker,xRnK3,Tommy Newton,Little Elm High School,444198,500,No,0.776104748
Rubid,Acosta Segura,j3qEd,Tommy Newton,McKinney High School,444630,500,No,0.776104748
Estrella,Gonzalez,j3qpx,Tommy Newton,Lewisville High School,444135,500,No,0.776104748
Ava,James,np7Ak,Tommy Newton,Little Elm High School,444198,500,No,0.776104748
Nurah,Rahman,RqGVN,Tommy Newton,Grand Prairie High School,442930,500,No,0.776104748
Ashrah,Hays,2VA7d,Tommy Newton,Ranchview High School,443572,500,No,0.776104748
Angelina,Acevedo,a2Mb2,Tommy Newton,Little Elm High School,444198,500,No,0.776104748
Kimberly,Huerta,V7jN3,Tommy Newton,McKinney High School,444630,500,No,0.776104748
Tramiya,Hall,j3j95,Tommy Newton,Lewisville High School,444135,500,No,0.776104748
Shelley,Nguyen,Y7Rb5,Tommy Newton,Highlands School,443556,500,No,0.776104748
Kaylee,Vazquez,5zXqD,Tommy Newton,Lewisville High School,444135,500,No,0.776104748
Ashley,Sladecek,K2749,Tommy Newton,Little Elm High School,444198,500,No,0.776104748
Leslie,Fivela,Gq7P2,Tommy Newton,McKinney High School,444630,500,No,0.776104748
Anita,Medina,4zXqE,Tommy Newton,Lewisville High School,444135,500,No,0.776104748
Nithya,Bollineni,xRgzN,Tommy Newton,Uplift North Hills Preparatory School,443551,500,No,0.776104748
Khushi,Chauk,K2YRG,Tommy Newton,Uplift North Hills Preparatory School,443551,500,No,0.776104748
Sophia,Mohamed,Y7gPj,Tommy Newton,Greenhill School,441735,500,No,0.776104748
Masoma,Siddiqua,2VgMq,Tommy Newton,Macarthur High School,443562,500,No,0.776104748
Hania,Aslam,j3Ajz,Tommy Newton,Ranchview High School,443572,500,No,0.776104748
Jessica,Ramirez,3zjgA,Tommy Newton,Stonegate Christian Academy,442931,500,No,0.776104748
Claire,Baker,kE44d,Tommy Newton,McKinney Boyd High School,444633,500,No,0.776104748
Aneta,Rota,D5nVj,Tommy Newton,Mansfield Timberview High School,440263,500,No,0.776104748
Medhasri,Kasarla,Y7N4E,Tommy Newton,Coppell High School,441485,500,No,0.776104748
Srai,Townsend,9GaER,Tommy Newton,Ranchview High School,443572,500,No,0.776104748
Haley,Carrillo-Logan,bNA7E,Tommy Newton,Hebron High School,441146,500,No,0.776104748
Amari,Williams,vYEQ2,Tommy Newton,Ranchview High School,443572,500,No,0.776104748
Carrie,Reynoso,xRb4p,Tommy Newton,Little Elm High School,444198,500,No,0.776104748
Karina,Ambriz,2VX3V,Tommy Newton,Little Elm High School,444198,500,No,0.776104748
Meriyah,Lara,qpA97,Tommy Newton,Little Elm High School,444198,500,No,0.776104748
Shreya,Goda,a24KY,Tommy Newton,Hebron High School,441146,500,No,0.776104748
Karlie,Romero,5zkXz,Tommy Newton,The Colony High School,446989,500,No,0.776104748
Zaira,Ahmad,j3abE,Tommy Newton,Uplift North Hills Preparatory School,443551,500,No,0.776104748
Adriana,Mascorro,XEP2M,Tommy Newton,Macarthur High School,443562,500,No,0.776104748
Siddhi,Navapura,kEPxp,Tommy Newton,Coppell High School,441485,500,No,0.776104748
Micaela,Ohtomo,a2qbN,Tommy Newton,The Colony High School,446989,500,No,0.776104748
Neha,Bharadwaj,AQZqX,Tommy Newton,Coppell High School,441485,500,No,0.776104748
Hannah,Clarke,xnYqA,Scarlett Barnes,Tri-County Regional HS,220864,555,Yes,0.774757922
